name,project_link,owner,address,area,sell_date,progress,price,scale,latlong,page_number
"
Toà nhà Cowaelmic
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/toa-nha-cowaelmic-pj1647,Công ty CP Lắp Máy Điện nước và Xây Dựng,"198 Nguyễn Tuân, Phường Nhân Chính, Thanh Xuân, Hà Nội",12.938 m²,,"
Đã hoàn thành
",23 triệu/m²,1 block 17 tầng,"21.0009841918945,105.801475524902",p77
"
Chung cư Cửu Long
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/chung-cu-cuu-long-pj1644,Công ty CP Xây dựng và Kinh doanh nhà Cửu Long,"351/31 Nơ Trang Long, Phường 13, Bình Thạnh, Hồ Chí Minh",4.600 m²,2014,"
Đang cập nhật
",,"10 tầng, 266 căn hộ","10.8216171264648,106.701278686523",p77
"
Hưng Vượng 2
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/hung-vuong-2-pj1635,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Hồ Chí Minh",,2002,"
Đang cập nhật
",,"16 block, mỗi block 9 tầng","10.7306118011475,106.70964050293",p77
"
Chung cư Cienco1
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/chung-cu-cienco1-pj1645,Tổng Công ty xây dựng công trình giao thông 1,"Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội",,,"
Đang cập nhật
",,,"21.0047473907471,105.806175231934",p77
"
Khu căn hộ Khải Hoàn
",https://batdongsan.com.vn/can-ho-chung-cu-quan-11/khu-can-ho-khai-hoan-pj1606,Công ty TNHH Khách sạn Nguyễn Huỳnh,"624  Lạc Long Quân, Phường 5, Quận 11, Hồ Chí Minh",3.672.710 m²,Tháng 11/2009,"
Đã hoàn thành
",28.8 triệu/m²,2 Block 18 tầng,"10.7735567092896,106.647560119629",p78
"
Hưng Vượng 1
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/hung-vuong-1-pj1633,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Phú Mỹ Hưng, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",,,"
Đã hoàn thành
",22 triệu/m²,Gồm: 11 block,"10.7295722961426,106.709869384766",p77
"
Lotus Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-thu-duc/lotus-apartment-pj1607,Công ty CP Dịch vụ Thương mại Xây dựng Hỷ Địa,"Đường Xa lộ Đại Hàn, Thủ Đức, Hồ Chí Minh",10.147 m²,,"
Đang thi công
",10 triệu/m²,"Gồm 03 Block cao ốc; mỗi block cao 23 tầng, tầng 1, 2 làm trung tâm thương mại","10.870831489563,106.744407653809",p78
"
Mỹ Phát
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/my-phat-pj1630,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Khu Cảnh Đồi, Đường Nguyễn Đức Cảnh, Phường Tân Phong, Quận 7, Hồ Chí Minh",3.298 m²,Quý II/2008,"
Đang cập nhật
",,"3 Bock: Bock 1 cao 8 tầng, Block 2 cao 14 tầng và block 3 cao 20 tầng","10.7240476608276,106.709136962891",p78
"
Khu căn hộ Phú Mỹ
",https://batdongsan.com.vn/can-ho-chung-cu-ben-cat-bd/khu-can-ho-phu-my-pj1610,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương - TDC,"Xã Thới Hòa, Bến Cát, Bình Dương",,,"
Đang cập nhật
",,9 block nhà cao 4 tầng với 270 căn (giai đoạn 1),"11.1203660964966,106.612327575684",p78
"
Mỹ Phúc
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/my-phuc-pj1611,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Đường Nguyễn Đức Cảnh, Khu Cảnh Đồi, Phường Tân Phong, Quận 7, Hồ Chí Minh",,,"
Đang cập nhật
",25 triệu/m²,3 tòa nhà  9-16 tầng,"10.7233800888062,106.709732055664",p78
"
Chung cư 183 Hoàng Văn Thái
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/chung-cu-183-hoang-van-thai-pj1614,Tập đoàn Hà Đô,"183 Hoàng Văn Thái, Phường Khương Trung, Thanh Xuân, Hà Nội",21.136 m²,,"
Đã hoàn thành
",,"Tổ hợp bao gồm 3 chung cư cao từ 18 - 20 tầng (504 căn hộ) và 66 nhà thấp tầng với tổng diện tích 37,553 m2 sàn chung cư và 1,725 m2 sàn thương mại.","20.9960613250732,105.823448181152",p78
"
Khu chung cư Bắc Sơn
",https://batdongsan.com.vn/can-ho-chung-cu-kien-an-hp/khu-chung-cu-bac-son-pj1615,Công ty CP Xây dựng và Phát triển đầu tư Hải Phòng,"Phố Nguyễn Thiên Lộc, Phường Nam Sơn, Kiến An, Hải Phòng",208.000 m²,,"
Đang cập nhật
",,9 khối chung cư 5 tầng và 2 khối chung cư 10 tầng,"20.8097534179688,106.635025024414",p78
"
Chung cư Lý Chiêu Hoàng
",https://batdongsan.com.vn/can-ho-chung-cu-binh-tan/chung-cu-ly-chieu-hoang-pj1622,Công ty Quản lý Kinh doanh nhà Tp.HCM,"Đường 2, Phường An Lạc, Bình Tân, Hồ Chí Minh",,,"
Đã hoàn thành
",,,"10.7362356185913,106.618637084961",p78
"
Cảnh Viên 1
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/canh-vien-1-pj1646,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Lô đất S1-2, Khu Nam Viên, Phường Tân Phú, Quận 7, Hồ Chí Minh",,,"
Đang cập nhật
",,Một tòa tháp đôi cao 13 tầng đối xứng nhau (không tính tầng hầm và tầng mái),"10.7209329605103,106.729797363281",p77
"
Mỹ Phước
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/my-phuoc-pj1617,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Hồ Chí Minh",,,"
Đang cập nhật
",,,"10.7328023910522,106.707412719727",p78
"
Intracom 6
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/intracom-6-pj1605,Công ty CP Đầu tư Xây dựng Hạ tầng và Giao Thông,"Xã Xuân Phương, Nam Từ Liêm, Hà Nội",3.358 m²,31/12/2013,"
Đã bán xong
",,,"21.0266609191895,105.738403320313",p78
"
Garden Court 2
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/garden-court-2-pj1642,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Phường Tân Phong, Quận 7, Hồ Chí Minh",5.500 m²,,"
Đã hoàn thành
",,"3 khối nhà cao từ 7-15 tầng, gồm 90 căn hộ diện tích 98-289m2 và 9 cửa hàng diện tích từ 76-426m2","10.7231845855713,106.715789794922",p77
"
Mỹ Khang
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/my-khang-pj1641,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh",2.800 m²,Quý II/2008,"
Đã hoàn thành
",22 triệu/m²,Gồm 13 tầng,"10.7159986495972,106.730125427246",p77
"
The CBD Premium Home
",https://batdongsan.com.vn/can-ho-chung-cu-quan-2/the-cbd-premium-home-pj1575,Công ty CP Xây dựng Phước Thành,"Đường Đồng Văn Cống, Phường  Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh",30.287 m²,,"
Đang thi công
",21 triệu/m²,3 block 18 tầng,"10.7743806838989,106.761497497559",p79
"
Chung cư Đồng Diều
",https://batdongsan.com.vn/can-ho-chung-cu-quan-8/chung-cu-dong-dieu-pj1592,Địa Ốc Him Lam,"Đường Cao Lỗ, Phường 4, Quận 8, Hồ Chí Minh",1.800 m²,Quý III/2010,"
Đang cập nhật
",,"1 block 6 tầng, 45 căn hộ","10.7399301528931,106.678024291992",p79
"
Chung cư Mỹ Kim
",https://batdongsan.com.vn/can-ho-chung-cu-thu-duc/chung-cu-my-kim-pj1599,Công ty CP Xây dựng Số 5,"Đường 18, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",2.940 m²,Quý IV/2011,"
Đang cập nhật
",,224 căn hộ,"10.8255186080933,106.719833374023",p79
"
CT Number One
",https://batdongsan.com.vn/can-ho-chung-cu-hoai-duc/ct-number-one-pj1601,Công ty CP Bất động sản AZ (AZ Land),"Xã Vân Canh, Hoài Đức, Hà Nội",9.920 m²,Quý IV/2016,"
Đang thi công
",11.5 triệu/m²,Gồm 2 tòa với 04 toà tháp cao 29 và 33 tầng,"21.0427303314209,105.73021697998",p79
"
The Ocean Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-ngu-hanh-son-ddn/the-ocean-apartment-pj1577,Tập đoàn VinaCapital,"Đường Trường Sa, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng",33.000 m²,Quý II năm 2015,"
Đã hoàn thành
",,Gồm 3 Block căn hộ cao 6 tầng,"15.9795665740967,108.277122497559",p79
"
Chung cư Hoàng Kim
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/chung-cu-hoang-kim-pj1533,Công ty TNHH Tư vấn Thiết kế Xây dựng K.T.T,"573 Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Hồ Chí Minh",,,"
Đã hoàn thành
",,14 tầng gồm 91 căn hộ cao cấp,"10.7414360046387,106.729927062988",p80
"
Chung cư Vinaconex 21
",https://batdongsan.com.vn/can-ho-chung-cu-ha-dong/chung-cu-vinaconex-21-pj1539,Công ty CP Vinaconex 21,"Ba La, Phường Phú La, Hà Đông , Hà Nội , Việt Nam",12.791 m²,,"
Đã hoàn thành
",,Gồm 1 block cao 21 tầng,"20.9567356109619,105.756294250488",p80
"
Chung cư Tân Mỹ
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/chung-cu-tan-my-pj1585,Tổng công ty Địa ốc Sài Gòn Resco,"Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh",9.975 m²,,"
Đang cập nhật
",,,"10.7353048324585,106.718765258789",p79
"
Detesco Lương Định Của
",https://batdongsan.com.vn/can-ho-chung-cu-quan-2/detesco-luong-dinh-cua-pj1540,Công ty CP Quốc Cường Gia Lai,"Phố Lương Định Của, Phường Bình Khánh, Quận 2, Hồ Chí Minh",46.845 m²,Quý II/2010,"
Đã hoàn thành
",20 triệu/m²,"2 block 20 tầng, 280 căn hộ","10.7859725952148,106.731407165527",p80
"
Seaview Chí Linh
",https://batdongsan.com.vn/can-ho-chung-cu-vung-tau-vt/seaview-chi-linh-pj1591,Tổng công ty CP Đầu tư Phát triển Xây dựng (Dic Corp),"Đường Nguyễn Hữu Cảnh, Phường 10, Vũng Tàu, Bà Rịa Vũng Tàu",1.000.000 m²,,"
Đang cập nhật
",,18 tầng,"10.3772354125977,107.111938476563",p79
"
Chung cư Sơn Thịnh
",https://batdongsan.com.vn/can-ho-chung-cu-vung-tau-vt/chung-cu-son-thinh-pj1561,Sàn giao dịch Bất động sản Sơn Thịnh,"Đường Thùy Vân, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",4.000 m²,,"
Đã hoàn thành
",16 triệu/m²,"Chung cư cao 33 tầng, 3 tầng dịch vụ cùng 2 tầng hầm để xe","10.3489036560059,107.101127624512",p80
"
Khu căn hộ An Hòa
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/khu-can-ho-an-hoa-pj1546,Công ty CP Đầu tư Nam Long,"Đường 7, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",,,"
Đã hoàn thành
",,,"10.7410011291504,106.732780456543",p80
"
Chung cư dầu khí PVC-IC
",https://batdongsan.com.vn/can-ho-chung-cu-vung-tau-vt/chung-cu-dau-khi-pvc-ic-pj1563,Công ty CP Xây dựng Công nghiệp và Dân dụng Dầu khí,"Số 242 Nguyễn Hữu Cảnh, Phường Thắng Nhất, Vũng Tàu, Bà Rịa Vũng Tàu",4.000 m²,Năm 2013,"
Đã hoàn thành
",8.1 triệu/m²,Gồm 2 Block nối liền với nhau bằng khối đế,"10.3853549957275,107.108352661133",p80
"
Chung cư 203 Nguyễn Trãi
",https://batdongsan.com.vn/can-ho-chung-cu-quan-1/chung-cu-203-nguyen-trai-pj1564,Công ty Quản lý Kinh doanh nhà Tp.HCM,"203 Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Hồ Chí Minh",2.360 m²,Tháng 08/2007,"
Đang cập nhật
",,12 tầng với tổng số 154 căn hộ,"10.7660369873047,106.687973022461",p80
"
Intracom 3
",https://batdongsan.com.vn/can-ho-chung-cu-bac-tu-liem/intracom-3-pj1603,Công ty CP Đầu tư Xây dựng Hạ tầng và Giao Thông,"Thôn Trù 2, Phường Cổ Nhuế 2, Bắc Từ Liêm, Hà Nội",75.957.000 m²,,"
Đã hoàn thành
",,,"21.0651588439941,105.768409729004",p79
"
Intracom 208
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-mai/intracom-208-pj1604,Công ty CP Đầu tư Xây dựng Hạ tầng và Giao Thông,"Phường Đại Kim, Hoàng Mai, Hà Nội",,,"
Đã hoàn thành
",,"Gồm 19 tầng nổi, 2 tầng hầm","21.0082206726074,105.839553833008",p79
"
Sunrise Building 3
",https://batdongsan.com.vn/can-ho-chung-cu-long-bien/sunrise-building-3-pj1554,Công ty Xây dựng số 3 Hà Nội ,"Lô N03A, khu đô thị mới Sài Đồng, Đường Huỳnh Văn Nghệ, Phường Phúc Đồng, Long Biên, Hà Nội",,,"
Đang cập nhật
",,2 blog nhà cao 13 tầng với tổng số 240 căn hộ,"21.0394763946533,105.905860900879",p80
"
Greenview Garden
",https://batdongsan.com.vn/can-ho-chung-cu-thu-duc/greenview-garden-pj1503,Công ty TNHH Bất động sản Ladona,"Đường 6, Phường Hiệp Bình Phước, Thủ Đức, Hồ Chí Minh",20.204 m²,,"
Đang cập nhật
",,4 block cao 26 tầng,"10.8444604873657,106.719429016113",p81
"
Khu căn hộ F.Home
",https://batdongsan.com.vn/can-ho-chung-cu-hai-chau-ddn/khu-can-ho-f-home-pj1574,Công ty CP Lương thực Đà Nẵng,"16  Lý Thường Kiệt, Phường Thạch Thang, Hải Châu, Đà Nẵng",,,"
Đang thi công
",13.5 triệu/m²,gồm 27 tầng,"16.0802135467529,108.220336914063",p80
"
Chung cư Phú Thọ
",https://batdongsan.com.vn/can-ho-chung-cu-quan-11/chung-cu-phu-tho-pj1537,Công ty TNHH Xây Dựng Thương mại Thuận Việt,"Đường Nguyễn Thị Nhỏ, Phường 15, Quận 11, Hồ Chí Minh",,2008,"
Đang cập nhật
",24 triệu/m²,"17 tầng nổi, 02 tầng hầm","10.7713012695313,106.653327941895",p80
"
TaniBuilding Sơn Kỳ 1
",https://batdongsan.com.vn/can-ho-chung-cu-tan-phu/tanibuilding-son-ky-1-pj1516,Công ty CP Sản xuất Kinh doanh Xuất nhập khẩu Dịch vụ và Đầu tư Tân Bình ,"Đường DC13, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",3.230 m²,,"
Đã hoàn thành
",,"gồm 3 block cao 11 tầng, 1 tầng hầm với 507 căn hộ","10.8058185577393,106.60969543457",p81
"
D22 Bộ Tư Lệnh Biên Phòng
",https://batdongsan.com.vn/can-ho-chung-cu-cau-giay/d22-bo-tu-lenh-bien-phong-pj1581,Bộ Tham Mưu - Bộ Tư Lệnh Bộ Đội Biên Phòng,"Số 62 Trần Bình, Phường Mai Dịch, Cầu Giấy, Hà Nội",,,"
Đang cập nhật
",,Chung cư gồm 2 tòa nhà CT1 và CT2,"21.0324401855469,105.778594970703",p79
"
Chung cư An Sương
",https://batdongsan.com.vn/can-ho-chung-cu-quan-12/chung-cu-an-suong-pj1522,Công ty TNHH MTV Dịch vụ công ích Thanh niên xung phong -Besco,"Quốc lộ 1A, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",6.437 m²,Quý II/2009,"
Đang cập nhật
",10.5 triệu/m²,09 tầng lầu + 01 tầng hầm + 01 tầng trệt với 302 căn hộ,"10.8455257415771,106.617576599121",p81
"
Bigemco Building
",https://batdongsan.com.vn/can-ho-chung-cu-quan-11/bigemco-building-pj1523,Công ty CP Xây dựng Coteccons,"281/2 Lý Thường Kiệt, Phường 15, Quận 11, TP.HCM",,,"
Đang cập nhật
",,,"10.7753429412842,106.655899047852",p81
"
Chung cư Nguyễn Ngọc Phương
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/chung-cu-nguyen-ngoc-phuong-pj1526,Công ty TNHH MTV Địa ốc Bình Thạnh,"Đường Nguyễn Ngọc Phương, Phường 19, Bình Thạnh, Hồ Chí Minh",,Quý IV/2005,"
Đang cập nhật
",37 triệu/m²,"18 tầng, 170 căn hộ","10.7891979217529,106.708442687988",p81
"
Chung cư Ngô Gia Tự
",https://batdongsan.com.vn/can-ho-chung-cu-quan-10/chung-cu-ngo-gia-tu-pj1527,Công ty TNHH MTV Dịch vụ Công ích Quận 10,"Phường 2, Quận 10, Hồ Chí Minh",81.800 m²,,"
Đã hoàn thành
",,,"10.7623739242554,106.672134399414",p81
"
Căn hộ Khang Gia
",https://batdongsan.com.vn/can-ho-chung-cu-quan-8/can-ho-khang-gia-pj1529,Tổng Công ty CP Đầu tư và Phát triển Địa ốc Khang Gia,"Số 59, Đường 16, Phường 4, Quận 8, Hồ Chí Minh",1.600 m²,Quý IV/2018,"
Đã hoàn thành
",14 triệu/m²,Gồm 1 tầng hầm và 15 tầng căn hộ,"10.7407293319702,106.669235229492",p81
"
Chung cư 130 Nguyễn Đức Cảnh
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-mai/chung-cu-130-nguyen-duc-canh-pj1517,Công ty CP Xuất nhập khẩu Tổng hợp I Việt Nam,"130 Nguyễn Đức Cảnh, Phường Tương Mai, Hoàng Mai, Hà Nội",,Quý II/2012,"
Đã hoàn thành
",,Gồm: 2 tầng hầm và 17 tầng,"20.9871616363525,105.851982116699",p81
"
Chung cư Booyoung
",https://batdongsan.com.vn/can-ho-chung-cu-ha-dong/chung-cu-booyoung-pj1497,Công ty Booyoung,"Khu đô thị Mỗ Lao, Quận Hà Đông, Hà Nội",43.127 m²,Quý IV/2017,"
Đang cập nhật
",25 triệu/m²,6 toà nhà cao 30 tầng và 3 tầng hầm,"20.9824485778809,105.782279968262",p82
"
Long Phụng Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-binh-tan/long-phung-apartment-pj1405,Tổng công ty Thái Sơn,"Đường Quốc lộ 1A, Phường Tân Tạo A, Bình Tân, Hồ Chí Minh",6.155 m²,Quý III/2014,"
Đang cập nhật
",12 triệu/m²,"18 tầng, 240 căn hộ","10.7530946731567,106.591644287109",p82
"
Hoàng Anh Gia Lai Lake View Residence
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-khe-ddn/hoang-anh-gia-lai-lake-view-residence-pj1513,Công ty CP Hoàng Anh Gia Lai,"số 72 Hàm Nghi, Phường Thạc Gián, Thanh Khê, Đà Nẵng",5.510 m²,Quý II/2013,"
Đã hoàn thành
",11.9 triệu/m²,2 bock cao 32 tầng với khoảng gần 500 căn,"16.0623664855957,108.210441589355",p81
"
TDC Plaza
",https://batdongsan.com.vn/can-ho-chung-cu-thu-dau-mot-bd/tdc-plaza-pj1446,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương - TDC,"Đường Lê Lai, Phường Định Hòa, Thủ Dầu Một, Bình Dương",,,"
Đang cập nhật
",,,"11.0593795776367,106.676498413086",p82
"
Mỹ Khánh 4
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/my-khanh-4-pj1454,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh",,,"
Đã hoàn thành
",,Gồm: 2 block A và B,"10.7268991470337,106.709037780762",p82
"
Green Valley
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/green-valley-pj1464,Công ty TNHH Liên doanh Phú Mỹ Hưng,"Đường Tôn Dật Tiên, Phường Tân Phú, Quận 7, Hồ Chí Minh",,,"
Đang cập nhật
",,,"10.7330274581909,106.71590423584",p82
"
Lotus Lake View
",https://batdongsan.com.vn/can-ho-chung-cu-long-bien/lotus-lake-view-pj1473,Công ty CP đầu tư xây dựng và phát triển nhà số 5  ,"Phường Gia Thụy, Long Biên, Hà Nội",,Quý II/2015,"
Đã hoàn thành
",17 triệu/m²,Gồm 2 đơn nguyên cao 12 tầng và 4 đơn nguyên cao 13 tầng,"21.0478591918945,105.88468170166",p82
"
Hưng Ngân Garden
",https://batdongsan.com.vn/can-ho-chung-cu-quan-12/hung-ngan-garden-pj1413,Công ty CP Nhà Hưng Ngân,"Đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Hồ Chí Minh",27.559 m²,,"
Đã hoàn thành
",,"quymô 27.559m2, gồm 04 tòa tháp cao 22 tầng được kết nối nhau bằng tầng hầm diện tích 10.992","10.8585214614868,106.630798339844",p82
"
Diamond Flower Tower
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-xuan/diamond-flower-tower-pj1463,Công ty CP Đầu tư và Phát triển nhà số 6 Hà Nội ,"Phố Hoàng Đạo Thúy, Phường Nhân Chính, Thanh Xuân, Hà Nội",5.359 m²,Quý IV/2014,"
Đã hoàn thành
",37.5 triệu/m²,Gồm 36 tầng nổi và 2 tầm hầm,"21.005578994751,105.803749084473",p82
"
Chung cư Viện 103
",https://batdongsan.com.vn/can-ho-chung-cu-thanh-tri/chung-cu-vien-103-pj1412,Công ty CP Sông Đà 7,"Đường Yên Xá, Xã Tân Triều, Thanh Trì, Hà Nội",17.104 m²,,"
Đang cập nhật
",15 triệu/m²,"Khu nhà ở cao tầng (2 tòa chung cư CT1 và chung cư CT2 cao 25 tầng); 30 căn nhà vườn cao 4,5 tầng","20.9687538146973,105.792106628418",p82
"
Chung cư số 6 Đội Nhân
",https://batdongsan.com.vn/can-ho-chung-cu-ba-dinh/chung-cu-so-6-doi-nhan-pj1401,Công ty CP đầu tư & xây dựng Ba Đình số 1,"số 6  Đội Nhân, Phường Vĩnh Phúc, Ba Đình, Hà Nội",,Quý II/2012,"
Đang cập nhật
",28 triệu/m²,,"21.0416355133057,105.811874389648",p83
"
Căn hộ Linh Trung
",https://batdongsan.com.vn/can-ho-chung-cu-thu-duc/can-ho-linh-trung-pj1512,Công ty CP Bất Động Sản Sài Gòn Vina,"Đường 16, Phường Linh Trung, Thủ Đức, Hồ Chí Minh",3.997 m²,,"
Đang cập nhật
",,15 tầng,"10.8609075546265,106.78052520752",p81
"
Nam An Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-binh-tan/nam-an-apartment-pj1389,Công ty CP Licogi 16,"Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",8.020 m²,Quý II/2015,"
Đang cập nhật
",,3 khối nhà cao 20 tầng,"10.8083543777466,106.604637145996",p83
"
Chung cư Minh Thành
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/chung-cu-minh-thanh-pj1382,Công ty TNHH TM - XNK - DV Minh Thành,"173 Lê Văn Lương, Phường Tân Quy, Quận 7, Hồ Chí Minh",2.146 m²,,"
Đang cập nhật
",,1 hầm và 15 tầng cao,"10.7447547912598,106.704299926758",p83
"
VP6 Linh Đàm
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-mai/vp6-linh-dam-pj1394,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,"Bán đảo Linh Đàm - Khu đô thị Linh Đàm, Hoàng Mai, Hà Nội",2.673 m²,,"
Đã hoàn thành
",11 triệu/m²,Gồm 35 tầng nổi và 2 tầng hầm để xe,"20.9671459197998,105.833137512207",p83
"
South Tower
",https://batdongsan.com.vn/can-ho-chung-cu-hoang-mai/south-tower-pj1402,Công ty CP Thiết bị Vật tư Du Lịch,"Số 6/51 ngõ 15 Ngọc Hồi, phường Hoàng Liệt, Hoàng Mai, Hà Nội",,,"
Đã hoàn thành
",,"Gồm 23 tầng nổi, 2 tầng hầm","20.962495803833,105.844841003418",p82
"
Topaz Garden
",https://batdongsan.com.vn/can-ho-chung-cu-tan-phu/topaz-garden-pj1397,Công ty CP Phát triển nhà Bắc Trung Nam,"Đường Trịnh Đình Thảo, Phường Hòa Thạnh, Tân Phú, Hồ Chí Minh",5.576 m²,,"
Đang cập nhật
",,2 block 20 tầng,"10.774995803833,106.634010314941",p83
"
Căn hộ Linh Tây
",https://batdongsan.com.vn/can-ho-chung-cu-thu-duc/can-ho-linh-tay-pj1383,Công ty CP Địa ốc Dầu khí Sài Gòn ,"Đường Đào Trinh Nhất, Phường Linh Tây, Thủ Đức, Hồ Chí Minh",46.422 m²,Tháng 12/2016,"
Đang cập nhật
",12.9 triệu/m²,02 block 18 tầng,"10.8621034622192,106.75846862793",p83
"
Thái Sơn Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-tan-binh/thai-son-apartment-pj1399,Tổng công ty Thái Sơn,"số 20 Cộng Hòa, Phường 12, Tân Bình, Hồ Chí Minh",2.000 m²,Quý I/2018,"
Đang cập nhật
",,"15 tầng, 650 căn hộ","10.8031244277954,106.652069091797",p83
"
ICON 56
",https://batdongsan.com.vn/can-ho-chung-cu-quan-4/icon-56-pj1387,Novaland Group,"56 Bến Vân Đồn, Phường 12, Quận 4, Hồ Chí Minh",2.904 m²,Tháng 09/2015,"
Đang cập nhật
",,2 tầng hầm và 25 tầng,"10.7661237716675,106.702751159668",p83
"
Chung cư Miếu Nổi
",https://batdongsan.com.vn/can-ho-chung-cu-binh-thanh/chung-cu-mieu-noi-pj1381,Tổng Công ty Xây dựng Số 1,"Đường Vũ Huy Tấn, Phường 3, Bình Thạnh, Hồ Chí Minh",,Quý IV/2000,"
Đang cập nhật
",,1 block 18 tầng,"10.7956304550171,106.693664550781",p83
"
VOV Mễ Trì
",https://batdongsan.com.vn/can-ho-chung-cu-nam-tu-liem/vov-me-tri-pj1380,Tổng công ty Phát triển Phát thanh Truyền hình Thông tin Emico,"Đường Lương Thế Vinh, Xã Mễ Trì, Nam Từ Liêm, Hà Nội",,Quý 3/2017,"
Đang thi công
",19 triệu/m²,Gồm 8 khối tòa nhà cao 21 tầng,"20.9952507019043,105.784408569336",p83
"
Sky Park Residence
",https://batdongsan.com.vn/can-ho-chung-cu-cau-giay/sky-park-residence-pj1365,Tổng công ty Xây dựng Thanh Hóa - Công ty Cổ phần,"Đường Tôn Thất Thuyết, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",9.262 m²,,"
Đang cập nhật
",,Gồm 2 khối tháp căn hộ cao 27 và 37 tầng,"21.0277194976807,105.78589630127",p84
"
The Park Residence
",https://batdongsan.com.vn/can-ho-chung-cu-nha-be/the-park-residence-pj1366,Tập đoàn MIK Corporation,"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",,Quý II/2017,"
Đang thi công
",22.5 triệu/m²,Gồm có 4 Block cao từ 26-29 tầng,"10.7123432159424,106.707359313965",p84
"
USilk Apartment
",https://batdongsan.com.vn/can-ho-chung-cu-quan-7/usilk-apartment-pj1379,Công ty CP Sông Đà Thăng Long,"số 96, Đường 77, Phường Tân Quy, Quận 7, Hồ Chí Minh",,,"
Đang cập nhật
",,1 bock cao 18 tầng,"10.7411766052246,106.705596923828",p84
